Linux 6.17.0-19-generic (ale-VM) 	15/03/2026 	_x86_64_	(16 CPU)

10:23:34      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Media:       1000      6926    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6927    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6928    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6929    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6930    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6931    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6932    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6933    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6935    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6936    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6937    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6938    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6939    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6940    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6941    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6942    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6943    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6944    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6945    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6946    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6947    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6948    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6949    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
Media:       1000      6950    0,00    0,00    0,00    0,00    0,00     -  tester_getpid
